internalTaxonId,redlistCategory
59466652,0
30978,4
60492231,4
60649298,0
60649367,3
60650473,2
60757654,0
60757666,0
60757728,0
60757802,0
60757885,0
60758148,0
60758247,0
60760752,0
60760828,0
60761029,0
60761204,0
60761269,0
60761600,0
61210621,0
61220325,0
42090,4
61503818,1
38923,1
33195,0
35154,1
31404,1
31379,1
63495,0
172268,0
32058,1
32059,5
37509,3
37507,3
46321,3
176367,4
176401,1
61532862,3
173010,0
173008,0
61611928,0
173016,0
172090,0
61781914,0
61782438,0
61786072,0
61786459,0
61786690,0
61786720,1
61786730,0
61786761,0
61787420,0
61787987,0
61788002,0
61788230,0
61792368,0
61793521,0
61793991,0
61794008,0
61794032,0
61794858,2
61795928,0
61798180,0
61804593,0
61805531,0
61858758,0
61859112,4
61860332,0
61886731,0
61891432,0
61905503,1
61910010,1
61911798,2
61912169,0
61912809,1
61913082,1
61914110,2
61914151,1
61915612,1
61915636,0
61915765,1
61916119,1
61916689,0
61917935,2
61918019,0
61918143,0
61918430,4
61918519,1
61918683,4
61918934,4
61919112,4
61956489,0
61956668,0
61956805,0
61956837,0
61956847,0
61956887,0
61957574,0
61958660,0
61958923,0
61958959,0
61959941,0
61960127,0
61960325,0
61960615,0
61961045,0
61961543,0
61961642,0
61961750,1
61961823,0
61961855,0
61962690,0
61962707,0
61963483,0
61963579,4
61963759,0
61963787,1
61963950,2
61964212,4
61964765,0
61965223,1
61965272,1
61965446,0
61965497,0
61965521,0
61965579,1
61965595,1
61965614,0
61966013,1
61966036,1
61966079,2
61966157,0
61966301,2
61966569,0
61966946,0
61967372,0
61967382,0
61967392,0
61967528,1
61982892,2
61982972,2
61982990,0
61983021,1
61983030,0
61983059,0
61983098,0
61983310,3
61983369,0
61983495,0
61983514,0
61983599,0
61983626,0
61983653,0
61983662,3
61983677,0
61983693,2
61983721,1
61984071,0
61984171,0
61984296,0
61984318,0
61984644,0
61984889,0
61984904,0
61985085,0
61985339,0
61985705,0
61986013,0
61986180,1
61986231,0
61987674,2
61987844,0
61987898,0
61987968,0
61987986,0
61988008,0
61988117,0
61988211,0
61988380,0
61988389,0
61988416,0
61988444,2
61988459,0
61988591,0
61988928,0
61989645,0
61989853,0
61989878,3
61990218,0
61990233,0
61990280,0
61990362,0
61990390,0
61990598,1
61990607,2
61994577,0
61995461,0
61995534,2
62002626,0
62003293,0
62003321,0
62003398,2
62003521,0
62004062,0
62004306,0
62004455,4
62004491,0
62004506,3
62004572,0
62004621,3
62004694,0
62004722,0
62004986,0
62005042,0
62005368,2
62018973,0
62018998,4
62019622,0
62019640,0
62019689,3
62019703,0
62019712,0
62019771,0
62019821,0
62019863,0
62019905,0
62019914,0
62019941,0
62020439,1
62020487,0
62020946,0
62021198,0
62021391,0
62021407,0
62021417,2
62021427,0
62021459,0
62021606,4
62021750,0
62021830,2
62021841,0
62021882,0
62021902,1
62021915,1
62022319,3
62022593,4
62022627,2
62022637,3
62022647,1
62023128,0
62023205,1
62023318,0
62023399,0
62023490,1
62023598,0
62024868,0
62025422,0
62025437,0
62025496,0
62026028,0
62026046,0
62026070,0
62026101,0
62026131,1
62026140,3
62026149,3
62026160,2
62026178,0
62026214,2
62026223,0
62026259,1
62026277,0
62026445,0
62026698,0
62026716,1
62026985,1
62027002,0
62027343,0
62027757,2
62027779,3
62027788,2
62027797,3
62027812,1
62027862,0
62027924,0
62027944,0
62027970,0
62027980,0
62028185,1
62037374,2
62037648,0
62037670,0
62040372,1
62041221,0
62050822,0
62051123,0
62051156,3
62052436,3
62052537,3
62052599,0
62052668,4
62052691,2
62052852,2
191426,0
62052989,2
62053240,2
62053609,3
62053646,4
62053740,4
62054114,0
62055059,3
62055242,0
62055668,4
62056210,0
62056233,0
62056482,1
62056505,3
62056537,0
62057916,0
62058133,0
62058424,1
62058489,3
62058777,2
62058822,2
30408,5
62077548,0
31626,2
31977,2
62078309,0
62078424,0
62078436,0
62079065,1
62079828,4
62079877,4
62080072,0
62084490,0
61966338,0
62085861,0
62086365,0
62100347,0
32153,2
62494198,4
62494244,2
62589710,0
62589757,4
62589993,2
62590035,2
62590200,2
62590221,3
62590230,3
62590357,3
62590524,3
62590660,2
62590763,0
62590783,3
62590953,3
62591010,3
62591211,2
62591248,0
62591259,3
62591306,3
62591353,2
62591444,3
62591487,3
62591622,3
62591637,3
62591646,3
62591679,4
62591689,2
62591714,3
62591739,3
62591857,4
62591877,2
62591925,2
62591934,0
62591949,2
62591959,3
62591980,0
62592034,3
62592043,3
62592081,3
62592114,2
62592134,3
62592177,3
62592193,4
62592213,2
62592222,4
62592238,3
62592283,3
62592304,3
62592325,4
62592350,3
62592379,3
62592561,3
62697784,3
62698236,3
62698341,4
62757692,3
62757973,3
62757989,4
62758062,3
62758119,5
62758301,3
62758316,1
62758493,0
62758593,2
62758603,3
62758616,3
62758625,0
63285586,3
164368,0
31358,2
63729383,3
32760,0
63799498,0
63799728,2
63891123,2
63892606,0
63901574,2
63905485,0
63909194,0
63923296,3
63923383,0
63923748,0
63924679,0
63924770,3
63925152,4
46478,2
46484,0
30388,3
44393258,2
172277,0
62857,0
34266,3
37391,1
64121183,0
64121558,0
64127614,0
64132421,0
64135098,0
64175902,0
64175940,2
64175965,3
64176203,3
64176473,0
64176634,2
64176733,1
64176760,0
64176784,3
64176890,0
64176923,3
64177016,3
64177061,3
37681,0
37679,0
37680,0
64563522,0
64563584,2
64563565,0
64563628,0
160965006,0
64563507,2
64563518,2
64563566,4
64563574,4
64563620,2
64563534,0
64563571,3
64563642,0
64593883,3
64593893,3
64593947,0
64594123,3
64594124,0
64594064,0
64594027,0
64593990,3
64594099,3
64594013,3
64594031,0
64593915,0
64593895,2
64594030,3
64594150,3
64594014,3
64593979,3
64594097,3
64593978,3
64594116,0
64593957,3
64594083,0
64594147,0
64594070,0
64594156,3
64594102,0
64594022,3
64593901,0
64594010,3
64594058,0
64594155,3
64593995,3
64594125,3
64594016,3
64594134,2
64594160,0
64593922,2
64593919,0
64593943,0
64593931,0
64594040,2
64593881,0
64594092,0
64594137,3
64593921,2
64594140,3
64594080,3
64739395,0
64593906,0
64593971,0
64594075,3
64593935,3
64594131,0
64594006,0
64593907,3
64176265,2
65295678,0
65363569,1
65524946,3
65568428,0
65877688,0
65877645,0
65877631,0
65877906,0
65523573,3
65523618,4
65523547,2
65523583,1
65523570,4
65523545,2
65523549,3
65523582,3
65611892,4
65611939,4
65611881,4
65611980,4
65611904,3
65611920,4
65611902,4
65611955,1
65611934,4
65611954,4
65611929,4
35861,2
66178396,2
66178494,2
66178528,2
31796,2
66769308,3
66769381,2
66769434,1
66769445,3
66769521,0
66769529,3
66769566,3
66769873,0
66769887,0
66769896,1
66769911,0
66769937,3
66769951,2
66769961,0
66769994,3
44393704,0
66770271,2
66770279,1
66770338,0
66770388,0
66770397,1
66770432,0
66772941,0
66788384,2
66789177,0
66813121,0
66813854,3
66813974,3
66815986,2
66816136,2
66816454,0
66829011,0
66836393,0
39057,3
37591,4
37583,4
37588,4
37595,5
37594,2
37855,4
30561,6
37598,6
67374387,0
67376379,3
43985,2
67379066,4
67379110,4
36220,3
38201,2
38203,3
38214,2
38288,3
38304,3
38307,3
38297,2
36224,3
36237,2
36244,3
67513499,4
67513526,3
67513535,3
67513544,4
67513578,3
67513587,3
67513590,3
67513596,3
67513624,3
67513645,3
14050337,4
38747,2
38945,0
38985,3
67531313,0
67534749,0
38582,4
67557265,0
67559801,2
161812,1
66442015,2
66437407,0
66443625,2
66434414,4
66443088,2
66437369,2
64311210,0
66442331,2
66437317,0
66436817,0
66443836,2
66442656,0
66443813,3
66443778,1
66439404,3
66443768,4
66437231,2
33966,0
64311354,0
64314086,0
64314251,0
64314702,0
64314821,0
64315039,0
64318950,0
64320642,0
64325161,0
64325342,0
64326243,0
38152,0
31392,0
38677,2
31296,3
32332,0
36248,3
202948,0
33227,0
32354,0
33339,0
36251,2
38366,0
33032,2
33035,1
33188,0
38224,2
176904,0
164272,0
33196,0
32098,2
38251,2
32504,1
38277,2
32957,4
36257,3
33191,3
33190,0
33261,2
34620,1
32809,2
33941,2
33907,1
33905,2
61915737,0
34628,0
34852,0
61918092,0
203367,1
33038,3
61964304,2
38387,2
33335,0
33239,0
44392822,3
68002722,0
68002393,0
68002824,1
68002471,3
68002482,3
68002502,3
68002601,3
68002698,2
68002712,3
68002576,0
68002813,0
68002646,0
68002603,3
68002500,2
68002589,3
68002420,0
68002614,3
68002340,0
68002513,3
68002446,0
68002391,3
68002527,3
68002767,3
68002632,1
68002817,3
68002338,0
68002785,2
68002718,3
68002803,3
68002608,3
68002466,2
68002705,1
68002453,0
68002604,2
68002756,0
68002801,3
68002547,3
68002413,0
68002537,3
68002563,1
68002713,2
68002371,1
68002615,2
68002667,2
68002665,2
68002689,3
68002549,3
68002462,2
46482,2
37687,0
202963,0
33352,1
202944,0
33336,2
33202,1
33066,2
63011,2
33068,3
33070,0
36275,1
36276,1
33073,1
33077,1
33080,0
36282,1
33164,0
63023,0
33087,2
36287,0
36291,1
33328,3
36292,1
33396,3
31430,1
33401,1
33097,0
36293,0
36295,0
33921,0
33402,2
33099,2
36350,2
33103,2
31914,3
31433,2
33108,0
37531,0
33463,0
36351,1
36352,0
63036,2
36346,3
33424,4
33128,0
33144,0
31833,2
63042,0
63045,0
33136,1
33695,2
33433,2
33137,0
33138,2
31437,1
31929,2
33148,2
33152,0
202930,0
33709,1
32036,0
35108,2
33270,2
203360,0
33928,2
32292,2
32651,0
33719,0
33049,1
164056,0
203426,0
38149,0
38150,0
31861,2
32941,4
38058,1
33226,0
32028,3
30847,2
33701,3
32955,1
32954,3
32519,1
31332,0
33206,0
203464,0
66295794,0
68125705,0
33075,1
68133018,0
62522,0
193996,3
32027,2
33987,0
38017,0
33724,0
37186,3
68187345,3
172122,0
44393356,0
38196,4
46499,3
36243,3
68501442,4
68501482,4
68501394,3
68501493,3
68501406,4
68501372,3
44393616,3
68501336,4
68501446,4
68501407,4
68501420,4
68501470,4
137551780,3
68501397,2
68501391,4
68501327,4
68501579,4
68501486,3
68501483,4
68501457,4
68501476,3
68501319,2
68501329,2
68501481,4
68501322,4
68501572,4
68501373,4
68501323,3
68501424,3
68501429,3
68501367,3
68501363,3
68501540,4
68501523,3
68501556,3
68501468,4
68501465,4
68501478,4
68501422,4
68501519,4
68983611,0
39056,3
178851,0
33064,2
46479,2
46480,2
38231,2
38242,2
38267,2
36232,2
36254,2
69221996,2
69222088,2
69222152,1
69222020,2
69222132,3
69222174,2
69222018,2
69222038,0
69222234,0
69222319,2
69222094,2
69222307,2
69222036,2
69222187,2
69221970,0
69222127,0
69222257,2
69221937,0
69222101,3
69222150,2
69222351,2
69221931,2
69222034,2
69222313,3
69222058,2
69222268,1
69222317,0
69222113,2
69222183,2
69222076,2
69222196,0
69222316,1
69222199,2
69222086,2
69221934,0
69222115,3
69222290,0
69221977,2
69222343,2
69222128,2
69222336,2
69222223,0
69222293,0
69222273,3
69221932,0
69222170,1
69222357,1
69221976,2
69222311,2
69222263,0
69222298,0
69221952,2
69222249,2
69222220,2
69221935,2
69291985,3
69292077,0
69292020,0
69292043,3
69292078,0
69291997,2
69292035,0
69292062,2
69292001,2
69292053,3
69292028,0
69292038,3
69292052,0
69292029,3
69292037,0
69306476,3
46477,0
46483,0
34887,0
36221,2
38193,2
38256,2
36241,0
36250,3
36253,1
36249,0
36261,0
70099091,0
46495,1
46493,2
70102170,0
70102638,0
70102371,0
70102117,0
70102471,2
70102416,4
70102812,2
70102723,3
70102572,3
70102161,3
70102892,0
70102901,2
70102697,2
70102182,3
70102706,0
70102529,0
70102920,3
70102530,0
70102520,2
70102237,0
70102438,3
70102457,0
70102432,0
70102147,0
70102824,3
70102417,0
70102120,3
70102626,0
70102455,0
70102831,3
70102511,2
70102581,3
70102670,0
70102542,2
70102248,0
70102233,0
70102680,2
70102113,0
70102552,0
70102716,0
70102490,3
70102702,3
70102864,3
70102459,0
70102338,2
70102270,0
70102179,3
70102514,0
70102580,0
70102294,0
70102504,0
70102345,0
70102211,0
70102232,2
70102318,0
70102778,0
70102527,0
70102659,3
70102820,1
70102761,0
70102131,3
70102564,0
70102664,3
70102160,2
70102278,0
70102219,0
70102505,4
70102402,3
70102712,0
70102299,2
70102609,0
70102745,0
70102644,3
70102306,0
70102603,3
70102350,3
70102876,0
70102682,0
70102244,3
70102528,2
70102403,0
70102574,0
70102488,3
70102645,3
70102693,0
70102184,0
70102880,0
70102705,0
70102637,1
70102454,0
70102635,0
70102149,3
70102854,0
70102756,0
70102578,2
70102904,0
70102591,0
70102624,2
70102651,0
70102356,0
70102613,0
70102924,0
70102556,0
70102789,3
70102478,3
70102463,0
70102569,0
70102535,0
70102788,3
70102368,3
70102382,0
70102332,3
70102414,3
70102124,0
70102122,0
70102553,0
70102352,3
70102217,3
70102422,3
70102156,0
70102494,0
70102508,2
70102136,0
70102674,0
70102522,0
70102260,0
70102544,2
70102355,0
70102872,3
70102192,0
46496,0
46497,0
190872,0
70561551,3
71022930,2
71022951,3
71527228,1
71713661,1
71714847,1
71716111,1
71773784,0
71774166,1
71774244,0
71774532,2
71774693,2
71774702,3
71774892,3
71776921,3
71777551,0
71777573,3
71777682,0
71779039,3
71779297,4
71779365,0
71779394,3
71780045,3
71780653,3
71781000,0
71781267,3
71781588,3
71781708,0
71781770,2
71781788,0
71781867,3
71782025,3
71782062,3
71782477,0
71782539,0
71782550,0
71782676,3
71782687,3
71783512,3
71783630,0
71783673,0
71783889,3
71783968,2
71784171,3
71784248,4
71786841,0
164184,2
72420232,0
68001185,0
195496,1
73228694,3
73228856,2
73230141,2
42292,0
77726057,3
77726273,0
77726182,2
78588625,3
44156,3
62742,3
62743,4
78803712,2
78805056,0
78806967,0
78807422,0
78809316,0
78809372,1
78810736,0
78811462,0
78812520,0
78911189,3
78911328,4
78914533,0
78914594,0
78916251,0
78919784,0
78919922,0
78920500,0
78920905,0
78921986,0
78924006,1
78967597,3
78968154,0
78969156,0
78969641,0
78969903,0
78971269,0
78971334,0
78972170,0
78972227,0
78972238,0
78972471,0
78976599,0
78976635,0
78976811,0
78977144,0
78978295,0
78978713,3
78978851,0
79005393,0
79008359,3
79008545,0
79011365,0
79011543,0
79058140,0
79058883,3
79059692,0
79060192,0
79060240,0
79060356,1
79060443,3
79060952,0
79062312,2
79062447,0
79062498,0
79062553,4
79062802,1
79062829,0
79062970,1
79063016,2
79087660,0
79148983,2
50126558,4
50126560,3
50126562,2
79727248,0
79727282,0
79728152,0
79738095,0
79738200,0
79748504,2
79748661,0
79749225,2
79749277,2
79749297,3
79749307,0
79749357,3
79749388,2
79750025,2
50126623,4
79919356,0
80082536,3
80168308,4
80172785,4
80173726,3
80175449,2
80219724,4
80228875,3
80228952,3
80233838,4
62827,0
37669,2
79928204,0
19041335,3
80720954,3
30736,0
34735,3
34724,2
161925,0
85740916,0
79722994,0
30322,1
38395,0
85519948,0
62567,0
38397,0
30328,0
30331,0
45615,4
82782448,3
38675,4
30333,0
34734,2
13133499,2
44080,4
30778,4
33566,4
42270,0
162346,3
164482,0
18816841,3
30313,3
39603,0
84119796,3
84119945,3
84119983,3
84120072,4
185234,0
186077,0
185444,0
185265,0
185256,0
185500,0
185267,0
185401,0
185428,0
38842,0
83568244,2
83568379,2
83570035,0
83595192,3
83607412,3
83607950,3
84481954,0
84482018,0
84752337,4
83774038,0
84921607,3
84921712,2
84922093,2
85102238,2
85108042,3
85111712,2
85112095,2
85117688,2
85119167,3
85119925,2
44905,3
78802767,2
162293,1
83644630,3
83650906,1
161904,4
162169,0
162124,4
167887,0
83644454,1
34806,2
85728533,1
85730257,2
85742889,4
85743183,3
19040946,2
194287,2
30359,2
85955088,0
85955246,0
64175911,0
86091080,0
86091238,2
86091262,3
86091489,3
61678,4
83724857,0
83725158,1
83739234,0
83750861,1
83751299,0
83751984,0
83752938,0
83753964,0
83755828,0
83756132,0
83759483,0
83764576,0
83771837,0
83772394,3
83772628,3
83827840,0
83827889,0
86124499,0
19892669,0
83764446,0
86163048,2
86250738,3
86250911,4
86251344,4
86434908,4
86434920,4
86528589,2
86529870,4
86530097,1
86533435,2
72420423,0
87612154,2
87612460,2
64563509,2
64593934,2
70102802,3
44392817,2
87620869,2
87620967,2
87621358,3
87621557,4
87635507,0
195114,3
87709255,0
87466065,1
87467257,2
87717226,0
87583766,0
87754196,3
110805790,2
87569591,3
164218,1
30953,2
33958,3
38067,2
38068,2
33698,3
31810,4
88304131,3
50126627,4
88305747,2
88305771,4
88306301,4
203353,0
202991,0
88425992,2
88496802,2
88502264,2
88507997,3
88595572,0
88611669,1
88945600,2
85998382,0
13133517,1
34666,0
34671,0
89251127,2
89252447,0
89254808,0
162277,3
162170,0
90614954,3
90615853,3
90616045,3
90617503,3
90617568,2
90617619,3
91115022,3
91115916,3
91150638,0
91158261,2
33586,3
19017230,0
30402,3
95315716,0
44393396,0
185206,1
185457,1
95317299,3
95317371,0
95317478,0
95317629,0
95366474,0
95366536,3
95366856,0
13164373,0
95545664,3
95546347,3
32039,3
42349,0
42368,0
42385,0
34193,1
32181,3
62929,3
96125372,2
13164456,0
96361061,1
96361107,3
96431038,0
96437005,3
96443722,0
96443765,0
96443856,0
96443946,0
96443977,3
96444353,0
96444707,0
63004,3
203366,0
63494,0
79927845,0
32494,4
96477198,0
96477315,0
96477380,0
96477403,0
96478301,0
96478358,0
96478451,0
96478456,2
96478524,2
96478547,0
96478567,0
96478577,0
96478935,0
96478939,0
96479196,0
96799965,4
118076066,2
96899948,0
191808,4
201326,0
97214671,0
97240674,0
97241514,3
97468144,0
97468156,4
97468177,0
97910139,2
98066922,3
98067060,1
98243035,0
98243604,0
98248473,0
98249345,4
98559391,2
98573624,2
98805557,0
133707,4
164522,0
99007617,0
99012003,0
162267,3
68915720,3
95366435,0
31051,3
32005,0
34370,3
34744,0
34982,0
34987,0
35012,0
36622,0
99518569,4
99548065,3
99548106,2
99550339,2
99550575,4
99556169,3
37665,4
99752101,4
173009,0
99845052,2
99845271,2
44393580,0
13162128,2
39632,4
174710,0
100367163,1
100367252,3
100373982,3
173353793,0
98565331,2
100512561,0
100513974,2
100516474,1
85998416,4
85998418,3
85998435,4
85999250,3
100503272,3
100847046,0
100847068,0
100890110,0
100890140,0
100890364,2
100895749,3
100895995,3
100513383,2
38320,0
100516552,3
33221,3
38691,3
101519334,0
101521999,3
101525892,0
101526168,4
101527051,3
101527390,3
101527435,3
101527694,3
101528026,0
101528214,0
101528635,0
101528714,2
101529241,3
101529323,3
101529492,3
101532920,4
101535060,3
101607225,0
73094135,0
101608332,0
30338,0
38394,0
38393,1
180550,0
30329,0
102280504,4
44392359,1
102794629,2
102795325,0
102818346,2
102818634,0
102818740,0
102818794,0
102819035,3
102819118,0
102819202,3
102819769,1
102827342,2
102827453,1
102827479,4
102854587,3
46340,3
101527765,3
61677,4
161828,0
162322,0
61655,4
62939,2
103451615,2
103451786,0
103451869,0
103451921,0
103451945,4
103451414,2
162205,4
103535317,0
103535435,0
103535521,0
103562319,0
103562390,0
173014,0
103587155,2
103588658,0
103588709,0
103647800,0
103647792,0
103647796,3
103686613,0
162001,0
103801630,2
62745,2
62779,2
103636792,3
103636721,2
103634608,1
103634594,1
103634577,0
103633034,0
103633495,2
103633537,0
19891792,2
104178634,2
104183012,0
104183510,2
104190621,1
19891793,0
104191153,3
104191669,0
104193084,0
104195079,0
97582850,0
97537618,0
88981492,3
107250165,4
19218728,0
164470,0
79919776,0
79914188,0
79914024,0
109759517,0
109759662,0
110039563,0
110059834,3
33058,1
109238463,4
33057,0
110076089,2
110077547,2
172490910,3
110082379,2
110086289,3
110086349,3
110086406,2
110087720,1
110087906,1
110090601,3
110091215,2
110091277,3
110092211,4
109271117,3
110040674,3
110041521,2
110052665,3
110052843,3
110053346,3
110055452,3
110056218,4
110064996,3
110065623,3
110066138,3
110066318,2
110066332,3
110066899,3
110067044,4
110067103,2
110067285,0
110067520,3
110067632,3
110068037,3
110068057,3
110068071,3
110068103,4
110068388,2
110098031,0
110109957,2
110110161,3
110110367,3
46724,0
109810801,0
103634574,0
110567567,0
110696958,0
110697308,3
110713829,4
110717100,0
110729488,0
110744924,0
110760328,4
110765906,0
110784292,0
110794764,3
110808098,4
19369362,0
19237651,0
194069,0
194175,0
194182,0
194201,0
194239,0
194174,0
194202,0
194215,0
194232,0
32984,2
111318567,3
111333160,2
111333821,3
33896,0
194126,0
194173,0
194214,0
194190,0
32257,3
35786,4
111376285,0
111385294,3
111385511,0
111385867,2
111385935,0
111386105,1
111386148,2
111386216,0
111390705,0
111390810,0
111391656,0
111391828,0
111392774,0
111393012,0
111393038,0
111393967,0
111394673,0
111394726,0
111395374,2
111396094,3
111397162,1
111397303,0
111397554,0
111397669,1
111397976,0
111398134,2
111398210,2
111907070,3
111907086,4
111907139,0
112185191,2
103851275,3
62021125,0
103849572,0
62021075,0
62021182,0
34790,2
112196371,3
13161523,3
62861,0
61957558,0
61957590,0
112524988,0
61918784,0
63485,0
112788439,4
203362,0
194129,0
202951,0
33155,0
36830,0
113042306,2
113043585,0
113043631,2
113043882,0
113044174,0
112504385,0
112506260,0
112506283,3
112520054,0
112520183,1
112520203,2
112520669,4
112520717,2
112521106,2
112522332,0
112526268,1
112526727,0
112527115,2
112527605,0
112527845,0
112528267,0
112528862,2
112529205,0
112529241,2
112529639,0
112529775,0
112529848,0
112529907,2
112530536,2
112601887,0
112603242,2
112628495,3
112628695,2
112645596,3
112645846,2
112647314,0
112647558,2
112648721,4
112648768,0
112648845,2
112650607,2
112650924,0
112651001,3
113015896,2
113015970,3
113016813,4
113017147,3
113017730,3
113018380,3
113018428,4
113018488,0
113018919,0
113020591,3
113021475,4
113021642,2
113021686,3
113021745,3
113021807,4
113030498,4
113031415,4
113035248,4
113054503,0
113054867,2
113055998,0
113059531,0
113064663,4
113081688,4
113082798,2
113083917,4
113084286,3
113084645,2
113084906,0
113085035,3
113085442,1
113085549,2
113087024,3
113138014,4
112599708,0
112605093,0
112645499,0
112646396,1
112646682,0
112647029,2
112647113,3
112648700,4
112651043,4
112651216,0
113014682,1
113017198,0
113018937,1
113021253,4
113022140,1
113022436,0
113028256,0
113029316,0
113029435,0
113030227,0
113030446,1
113030839,0
113032654,2
113033942,0
113051861,0
113053726,0
113065726,1
113080265,0
113081812,0
113082264,3
113082515,1
113082676,0
113083111,1
113085116,0
113085805,0
113086224,4
113089212,0
113136806,0
113179092,0
113259888,0
113263193,3
113265264,0
112595983,2
113132144,0
113133444,0
113133900,0
113134069,0
113134238,0
113180064,2
113180135,3
113180222,3
113263878,2
113225045,0
61919022,4
40851,4
113756459,3
113756842,0
31289,2
177178,0
43324087,4
33088,4
33089,3
33090,2
33091,3
33092,3
33100,1
33107,3
33141,0
33143,0
33145,2
33157,3
33384,4
33394,3
33444,4
33447,2
63013,0
41924,4
114849357,3
113240682,0
114936668,3
114936808,3
114936813,4
114936869,2
114936875,0
114936914,0
114936966,1
114937023,2
114937043,0
114937092,3
114937213,0
114937222,0
114937226,0
114937274,2
68501403,4
175960,1
43322340,4
39021,0
38472,0
38445,1
38444,0
115735348,0
38442,0
38470,0
38437,1
38503,0
38459,1
38461,0
115733830,0
176446,1
180556,1
165227,3
31168,4
31184,3
33468,3
50774892,2
33650,2
31421,3
116121077,1
116123202,1
116124015,2
116125076,2
185476,2
116125943,3
116127223,3
116312775,2
194521,0
114979348,3
114979361,3
114979408,0
114979533,0
114979564,0
114979576,4
115623036,0
115623132,2
115623164,0
115623244,2
115623270,4
115623298,0
115623981,2
115624088,0
115624147,0
115624180,2
115629200,3
115629255,4
115629519,2
115630127,3
115630140,0
115630462,2
115630573,2
115630856,2
115630978,4
115644715,2
115645621,3
115645848,0
115645853,1
115646246,0
115646399,4
115688925,4
115688939,4
115688957,2
115689063,1
115689450,0
115689468,0
115689579,2
115689669,0
115689673,2
115689729,3
115689845,4
115690093,0
115690109,2
115690981,0
115691000,0
115698101,0
115698145,4
115698149,4
115698292,3
115698297,0
115698330,2
115698571,0
115698677,0
115698769,4
115698952,0
115698982,0
115698998,2
115699056,3
115699290,0
115699572,2
203427,3
116358411,0
116358979,0
116858862,1
45991,0
116928350,2
116928382,0
116928386,0
116928397,2
117021893,3
42546,0
36995,0
117197187,0
117197655,0
19365844,1
194657,0
37722,2
176513,0
117356654,4
37488,1
209124857,0
38918,0
33655,4
35045,4
117422964,0
117423069,0
117423077,0
117423080,3
117423083,3
117423086,0
117423113,2
117423142,0
117423183,0
117423218,0
117427934,0
117427949,0
117427958,0
117427973,0
117427984,0
117427994,0
117428005,0
117428124,3
117428139,2
117428346,2
117428356,0
117428365,0
117428368,1
117428381,2
117428396,3
117428413,0
117428416,0
117428481,0
117428510,0
117428515,0
117428726,0
117428743,2
117428776,0
117478835,0
32243,1
32255,2
30405,3
19178509,0
33047,3
33475,3
48724260,4
117763265,0
117763374,0
117763392,0
117764319,3
117764621,3
117765330,3
117894456,0
118042834,3
118192217,3
164249,3
33398,1
33386,1
33017,3
203361,0
119250425,0
119250519,3
119250814,0
119250838,0
119250908,0
119251033,0
119251249,0
119251282,0
119251530,2
119251692,0
119252096,0
119254402,0
119254420,1
119254425,0
119254466,0
119254741,2
119254926,0
119254956,1
119255188,0
119255375,0
119255458,0
119255541,0
119255585,0
119255637,0
119255646,0
119256091,0
119256153,0
119256605,0
119256631,0
119256653,2
119256664,0
119256678,0
119256705,0
119256778,0
119256882,0
119256902,0
119256921,0
119256995,2
119257002,0
119257020,0
119257147,0
119257192,0
119257316,0
119257336,0
119257360,0
119257395,0
119257623,0
119257641,0
119257791,2
119257807,2
119257852,3
119258108,0
119258117,0
119258124,0
119258147,1
119258165,0
119258174,2
119260350,0
119260822,0
32180,2
119319344,2
118221162,1
118221233,0
118255650,2
118267729,0
118267927,2
31424,2
31425,3
30394,3
62391,0
19375604,0
79738009,0
79913713,0
79914128,0
79921100,0
79925699,0
79927683,0
34281,3
172053,0
173007,0
55686342,0
203351,0
176094,4
19379058,0
19379015,0
19379021,0
19379055,0
176510,0
176501,0
164429,0
119841605,0
120143576,0
120146589,0
164158,0
120202907,0
199677,0
185411,0
36300,2
34569,1
120413156,4
120454620,2
120455227,0
120455379,2
120455531,0
120359486,0
120364766,2
120702744,2
120702630,2
116996583,2
152561,2
116995418,0
34523,2
120961076,0
121033043,0
121033057,0
121033060,0
121033093,0
121033135,0
79146836,0
36584,4
38488,3
193938,4
152733,0
41217,1
152093,0
40885,2
40940,1
40943,2
40945,0
40946,0
40948,2
40961,2
41221,0
46517,0
62358,0
62361,0
62362,0
62363,0
62364,0
151193,0
151703,0
151736,0
151739,2
151752,0
151759,0
151773,0
151781,0
151799,2
151819,0
151837,2
151851,1
151856,0
151864,0
151868,0
151873,1
151880,0
151882,0
151885,0
151886,0
151891,0
151896,1
151903,0
151904,0
151912,2
151933,0
151938,0
151943,0
151958,0
151971,2
151980,0
151983,2
152003,1
152011,1
152012,2
152015,0
152028,0
152031,0
152039,0
152048,0
152049,0
152053,0
152056,0
152061,1
152066,0
152067,0
152071,0
152091,0
152130,2
152134,2
152156,1
152172,2
152201,0
152219,0
152221,0
152223,0
152239,0
152251,0
152276,0
152280,0
152286,2
152300,2
152305,0
152310,1
152323,0
152324,0
152332,0
152364,0
152370,0
152376,0
152377,0
152379,0
152386,0
152393,0
152394,2
152401,0
152404,0
152413,0
152445,0
152450,0
152453,0
152458,0
152470,0
152472,2
152483,0
152495,0
152528,0
152537,1
152538,0
152559,0
152594,0
152599,0
152601,0
152614,0
152617,0
152620,0
152643,0
152655,0
152660,2
152671,2
152680,0
152682,0
152695,2
152706,0
152708,0
152729,2
152737,1
152764,0
152778,2
152784,0
152792,0
152799,0
152822,1
152845,0
152854,0
152880,1
152884,0
